replicate	reference_component	replicate_component	matched	signed_similarity	absolute_similarity	orientation	assignment_margin	index_recurrent	proposal_rank	rank_one	nominated_reference
83	1	1	TRUE	0.938299850976291	0.938299850976291	1	0.596484434441586	TRUE	1	TRUE	TRUE
83	2	2	TRUE	-0.910565019387338	0.910565019387338	-1	0.567873309725767	TRUE	2	FALSE	FALSE
83	3	3	TRUE	-0.936407898341473	0.936407898341473	-1	0.70412869747901	TRUE	3	FALSE	FALSE
84	1	1	TRUE	0.983756419290812	0.983756419290812	1	0.812937260627651	TRUE	1	TRUE	TRUE
84	2	2	TRUE	-0.9814350968649	0.9814350968649	-1	0.80680594372476	TRUE	2	FALSE	FALSE
84	3	3	TRUE	0.980146906164757	0.980146906164757	1	0.900242453012726	TRUE	3	FALSE	FALSE
85	1	1	TRUE	0.984082682342338	0.984082682342338	1	0.813373512200053	TRUE	1	TRUE	TRUE
85	2	2	TRUE	0.981155824376268	0.981155824376268	1	0.806788923380275	TRUE	2	FALSE	FALSE
85	3	3	TRUE	-0.960735239028197	0.960735239028197	-1	0.873810378298097	TRUE	3	FALSE	FALSE
86	1	1	TRUE	0.992902691128155	0.992902691128155	1	0.875491434095605	TRUE	1	TRUE	TRUE
86	2	2	TRUE	-0.989940757080205	0.989940757080205	-1	0.874436853627311	TRUE	2	FALSE	FALSE
86	3	3	TRUE	-0.987164477764024	0.987164477764024	-1	0.910011996203954	TRUE	3	FALSE	FALSE
87	1	1	TRUE	0.992400748786491	0.992400748786491	1	0.872121961715001	TRUE	1	TRUE	TRUE
87	2	2	TRUE	0.990923238046977	0.990923238046977	1	0.869554143074296	TRUE	2	FALSE	FALSE
87	3	3	TRUE	0.505197340932668	0.505197340932668	1	0.446959239900989	TRUE	3	FALSE	FALSE
88	1	1	TRUE	0.999677497638445	0.999677497638445	1	0.978488408955229	TRUE	1	TRUE	TRUE
88	2	2	TRUE	0.999008113244826	0.999008113244826	1	0.986126308464177	TRUE	2	FALSE	FALSE
88	3	3	TRUE	-0.988870846897046	0.988870846897046	-1	0.968701098929702	TRUE	3	FALSE	FALSE
89	1	1	TRUE	0.975684234825899	0.975684234825899	1	0.756891523612075	TRUE	1	TRUE	TRUE
89	2	2	TRUE	0.962647903081592	0.962647903081592	1	0.744652616809721	TRUE	3	FALSE	FALSE
89	3	3	TRUE	-0.824758969119605	0.824758969119605	-1	0.666035602169824	TRUE	2	FALSE	FALSE
90	1	1	TRUE	0.982792696712713	0.982792696712713	1	0.7996669923768	TRUE	1	TRUE	TRUE
90	2	2	TRUE	0.981395194671616	0.981395194671616	1	0.798654782905072	TRUE	2	FALSE	FALSE
90	3	3	TRUE	0.998905406069847	0.998905406069847	1	0.954707811868527	TRUE	3	FALSE	FALSE
91	1	1	TRUE	0.957484342157947	0.957484342157947	1	0.671315628191196	TRUE	1	TRUE	TRUE
91	2	2	TRUE	0.946762766071697	0.946762766071697	1	0.658851771863771	TRUE	3	FALSE	FALSE
91	3	3	TRUE	0.863514215401452	0.863514215401452	1	0.80508377101961	TRUE	2	FALSE	FALSE
92	1	1	TRUE	0.997624915271562	0.997624915271562	1	0.961452611400956	TRUE	1	TRUE	TRUE
92	2	2	TRUE	-0.99560201154812	0.99560201154812	-1	0.902434237925189	TRUE	2	FALSE	FALSE
92	3	3	TRUE	0.97033038500079	0.97033038500079	1	0.878630622425238	TRUE	3	FALSE	FALSE
93	1	1	TRUE	0.979116121916995	0.979116121916995	1	0.776846084418366	TRUE	1	TRUE	TRUE
93	2	2	TRUE	0.976786937352619	0.976786937352619	1	0.773582261628071	TRUE	3	FALSE	FALSE
93	3	3	TRUE	0.994119302428422	0.994119302428422	1	0.956312641280435	TRUE	2	FALSE	FALSE
94	1	1	TRUE	0.96099648487707	0.96099648487707	1	0.687682627363065	TRUE	1	TRUE	TRUE
94	2	2	TRUE	-0.958456452574262	0.958456452574262	-1	0.683124471646081	TRUE	3	FALSE	FALSE
94	3	3	TRUE	-0.997456222316348	0.997456222316348	-1	0.938521319569089	TRUE	2	FALSE	FALSE
95	1	1	TRUE	0.989790518121201	0.989790518121201	1	0.850668655308716	TRUE	1	TRUE	TRUE
95	2	2	TRUE	0.982527806217249	0.982527806217249	1	0.845016499289592	TRUE	2	FALSE	FALSE
95	3	3	TRUE	-0.97201509711095	0.97201509711095	-1	0.849114324194876	TRUE	3	FALSE	FALSE
96	1	1	TRUE	0.996100369696474	0.996100369696474	1	0.910217301366462	TRUE	1	TRUE	TRUE
96	2	2	TRUE	0.990536634796546	0.990536634796546	1	0.903323841014206	TRUE	2	FALSE	FALSE
96	3	3	TRUE	0.869591456941712	0.869591456941712	1	0.766024159836619	TRUE	3	FALSE	FALSE
97	1	1	TRUE	0.999831033992938	0.999831033992938	1	0.982176623798709	TRUE	1	TRUE	TRUE
97	2	2	TRUE	-0.998292532682048	0.998292532682048	-1	0.992804852692278	TRUE	2	FALSE	FALSE
97	3	3	TRUE	-0.994096107211647	0.994096107211647	-1	0.97604554563306	TRUE	3	FALSE	FALSE
98	1	1	TRUE	0.998738247424949	0.998738247424949	1	0.950881662974641	TRUE	1	TRUE	TRUE
98	2	2	TRUE	-0.998274958318814	0.998274958318814	-1	0.941012465853306	TRUE	2	FALSE	FALSE
98	3	3	TRUE	-0.995379662847834	0.995379662847834	-1	0.93923360216379	TRUE	3	FALSE	FALSE
99	1	1	TRUE	0.998959402573756	0.998959402573756	1	0.956127094410865	TRUE	1	TRUE	TRUE
99	2	2	TRUE	0.999289209726794	0.999289209726794	1	0.971207432767999	TRUE	2	FALSE	FALSE
99	3	3	TRUE	-0.979862196653325	0.979862196653325	-1	0.9353730434571	TRUE	3	FALSE	FALSE
